talk_id,rank,words_no,top1k,top3k,top5k,top10k,top50k
2343,6.1,47,15,8,5,6,10
2338,3.2,48,21,11,5,5,3
2770,3.5,48,22,11,4,4,5
1890,3.6,48,22,10,5,4,5
2068,3.7,48,21,12,4,4,5
1120,3.8,48,23,9,5,5,5
2148,3.7,48,21,11,5,5,5
2438,4.0,48,20,12,4,5,5
590,4.1,48,20,11,4,5,5
538,3.8,48,21,12,3,6,5
13,3.9,48,21,10,5,6,5
2588,4.1,48,19,10,5,6,5
2291,4.2,48,21,10,4,7,5
2358,3.8,48,21,12,4,4,6
140,4.0,48,21,10,4,5,6
2282,4.4,48,20,12,3,5,6
1746,4.3,48,20,11,4,5,6
651,4.2,48,21,10,4,6,6
145,4.0,48,19,12,4,6,6
1307,4.2,48,18,12,5,6,6
2553,4.3,48,18,12,4,6,6
4,4.3,48,19,11,4,7,6
219,4.2,48,19,10,5,7,6
2264,4.4,48,21,10,4,4,7
35,4.7,48,21,9,3,4,7
91,4.4,48,20,10,5,4,7
1060,4.7,48,20,11,4,5,7
2121,4.6,48,19,10,6,5,7
1447,4.3,48,19,10,5,5,7
796,4.7,48,19,10,4,5,7
1825,4.6,48,18,12,4,5,7
686,4.7,48,18,12,4,5,7
2385,4.5,48,18,11,5,5,7
2168,4.7,48,20,10,4,6,7
604,4.5,48,19,10,4,6,7
2688,4.4,48,18,11,5,6,7
562,4.5,48,18,11,5,6,7
1258,4.7,48,18,11,4,6,7
1874,4.8,48,17,11,5,6,7
1931,4.8,48,17,11,4,6,7
1400,4.7,48,19,9,5,7,7
2839,4.9,48,18,11,3,7,7
2365,4.6,48,17,10,5,7,7
2287,5.1,48,20,10,3,5,8
2487,5.1,48,19,10,5,5,8
77,4.8,48,18,11,5,5,8
1813,5.2,48,20,9,4,6,8
2552,4.9,48,19,9,4,6,8
2214,5.2,48,18,10,5,6,8
1516,5.3,48,18,9,5,6,8
1788,5.1,48,18,10,4,7,8
2570,5.3,48,18,10,4,7,8
1267,5.5,48,18,9,4,7,8
2072,5.1,48,17,9,4,7,8
2471,5.1,48,16,11,4,7,8
237,5.1,48,20,9,4,5,9
1070,5.3,48,19,9,4,5,9
2461,5.1,48,18,10,4,5,9
1822,5.6,48,16,11,4,5,9
2533,5.4,48,17,10,4,6,9
1491,5.4,48,17,9,5,6,9
2549,5.4,48,16,11,4,6,9
1768,5.6,48,15,12,4,6,9
1766,5.8,48,15,11,4,6,10
1456,3.5,49,22,11,4,6,4
1649,3.6,49,23,11,4,5,5
152,3.9,49,21,11,6,5,5
2619,4.1,49,20,10,6,6,5
708,3.8,49,24,9,4,4,6
2876,4.0,49,21,12,4,4,6
2353,3.9,49,21,12,4,5,6
670,4.3,49,21,10,5,5,6
251,4.2,49,20,11,5,6,6
393,4.2,49,20,11,5,6,6
944,4.3,49,20,11,5,6,6
2522,4.2,49,19,12,4,6,6
2781,4.5,49,19,12,4,6,6
1865,4.2,49,19,11,6,6,6
1374,4.3,49,19,11,5,6,6
2652,4.2,49,18,11,6,6,6
2592,4.4,49,20,10,4,7,6
2464,4.4,49,21,12,4,5,7
2384,4.4,49,21,12,3,5,7
649,4.3,49,21,10,4,5,7
1268,4.6,49,19,11,5,5,7
1701,4.6,49,19,11,4,5,7
1571,4.8,49,20,11,4,6,7
2335,4.4,49,19,11,4,6,7
1597,4.7,49,19,11,4,6,7
1079,4.6,49,19,10,5,6,7
866,4.8,49,19,10,5,6,7
1579,4.5,49,19,10,4,6,7
537,4.7,49,18,12,4,6,7
2654,4.7,49,18,11,4,6,7
1573,5.0,49,18,11,5,7,7
2183,4.8,49,18,10,5,7,7
1842,4.7,49,20,10,5,5,8
2527,4.9,49,20,10,4,5,8
343,4.8,49,19,10,5,5,8
2726,4.5,49,18,12,6,5,8
977,4.8,49,20,10,4,6,8
429,4.8,49,19,11,4,6,8
547,4.8,49,19,10,5,6,8
2389,5.0,49,19,10,5,6,8
195,5.1,49,19,9,5,7,8
2853,5.1,49,16,11,5,8,8
939,5.0,49,20,9,4,5,9
355,5.4,49,19,11,4,5,9
114,5.5,49,17,11,5,5,9
580,5.2,49,19,9,4,6,9
1935,5.3,49,18,10,5,6,9
1977,5.4,49,18,10,5,6,9
1003,5.2,49,18,10,4,7,9
2336,4.9,49,17,10,4,7,9
1135,5.6,49,16,10,4,7,9
2465,3.9,50,21,11,6,5,5
1310,4.0,50,20,12,5,6,5
1949,3.9,50,20,11,6,6,5
2801,4.1,50,21,11,4,7,5
118,4.0,50,20,12,6,4,6
2516,3.9,50,23,10,5,5,6
2077,4.0,50,21,11,5,5,6
1126,4.0,50,20,11,6,5,6
880,4.3,50,20,11,5,5,6
655,4.4,50,21,10,5,6,6
1039,4.2,50,20,12,5,6,6
622,4.1,50,20,11,5,6,6
1287,4.3,50,20,11,5,6,6
1546,4.2,50,20,11,4,6,6
2352,4.2,50,20,10,7,6,6
1009,4.3,50,20,10,6,6,6
2873,4.1,50,18,13,6,6,6
416,4.3,50,19,11,6,7,6
2518,4.6,50,18,12,5,7,6
1005,4.5,50,17,12,5,8,6
1180,4.3,50,20,12,5,4,7
715,4.3,50,20,12,4,4,7
2474,4.7,50,21,12,4,5,7
217,4.3,50,21,11,4,5,7
269,4.4,50,20,11,5,5,7
1953,4.3,50,20,11,4,5,7
2333,4.7,50,21,9,5,6,7
507,4.2,50,20,11,5,6,7
170,4.8,50,20,11,4,6,7
1586,4.5,50,20,10,5,6,7
996,4.6,50,19,12,3,6,7
2476,4.5,50,19,11,6,6,7
759,4.6,50,19,11,5,6,7
1826,4.5,50,19,12,5,7,7
1131,4.6,50,18,12,4,8,7
2650,4.8,50,20,10,5,5,8
1421,4.8,50,18,11,6,5,8
2091,4.9,50,21,10,3,6,8
1189,4.9,50,19,12,3,6,8
2387,4.9,50,18,11,6,6,8
259,4.8,50,18,11,5,6,8
358,4.6,50,20,9,5,7,8
1188,5.0,50,18,10,5,7,8
2493,5.0,50,15,12,6,7,8
948,5.1,50,19,10,5,5,9
36,4.8,50,20,10,4,6,9
1095,4.9,50,19,10,4,6,9
573,5.0,50,19,10,4,6,9
1170,5.3,50,18,11,4,6,9
1251,5.5,50,18,11,4,8,9
614,5.6,50,18,9,5,6,10
2152,3.7,51,23,11,5,5,4
2675,3.6,51,22,13,4,5,5
1789,3.5,51,24,10,5,6,5
2890,4.1,51,22,11,4,6,6
1673,4.0,51,20,12,5,6,6
1364,4.0,51,20,12,5,7,6
650,4.2,51,20,12,5,7,6
1217,4.4,51,19,11,5,7,6
159,4.3,51,17,13,7,7,6
1554,4.5,51,22,9,5,5,7
835,4.2,51,21,11,5,5,7
1784,4.2,51,20,13,6,5,7
1613,4.6,51,20,10,6,5,7
1112,4.5,51,23,10,3,6,7
889,4.5,51,21,11,5,6,7
843,4.7,51,21,11,5,6,7
845,4.4,51,21,11,4,6,7
1560,4.5,51,20,10,6,6,7
406,4.5,51,21,10,4,7,7
1924,4.4,51,20,11,5,7,7
122,4.8,51,20,11,5,7,7
512,4.3,51,20,11,4,7,7
214,4.8,51,20,10,4,7,7
2265,5.0,51,19,10,5,8,7
1243,4.9,51,22,10,4,5,8
1141,4.7,51,22,9,5,5,8
1259,4.7,51,21,11,5,5,8
1774,4.6,51,20,11,5,5,8
301,4.5,51,21,11,4,6,8
1974,5.0,51,21,10,4,6,8
2328,4.6,51,20,11,4,6,8
1485,4.7,51,19,12,5,6,8
128,5.2,51,19,11,5,6,8
2172,5.0,51,19,12,4,7,8
2543,4.7,51,18,11,6,7,8
958,4.9,51,18,11,5,7,8
2289,5.2,51,18,11,5,6,9
280,5.3,51,20,10,4,7,9
445,5.7,51,19,9,5,7,9
430,5.4,51,18,11,4,7,10
738,5.5,51,18,10,4,7,10
1955,6.1,51,17,10,5,7,11
1103,6.1,51,17,10,4,7,11
30,3.7,52,23,12,5,6,5
527,3.8,52,22,11,5,6,5
2453,3.8,52,22,11,5,6,5
318,4.2,52,21,13,5,5,6
250,4.4,52,23,10,4,6,6
2785,4.4,52,21,11,6,7,6
2373,4.4,52,20,12,5,7,6
1440,4.2,52,20,11,6,7,6
2053,4.4,52,20,11,6,7,6
288,4.4,52,21,12,5,5,7
2182,4.3,52,21,12,4,5,7
228,4.6,52,21,11,5,6,7
2805,4.4,52,21,10,6,6,7
852,4.3,52,21,11,5,7,7
1951,4.4,52,20,12,4,7,7
2532,4.7,52,20,11,5,7,7
335,4.7,52,18,14,4,7,7
2141,4.4,52,20,11,5,8,7
2055,4.6,52,19,11,6,9,7
927,4.5,52,21,11,6,5,8
1475,4.6,52,21,11,5,5,8
967,4.8,52,20,12,4,6,8
2551,4.8,52,20,9,6,6,8
929,5.0,52,20,11,4,7,8
476,5.1,52,19,11,5,7,8
1383,5.1,52,19,11,5,7,8
2286,5.0,52,19,10,5,7,8
2326,4.8,52,18,13,4,7,8
2818,5.0,52,18,12,5,7,8
1565,4.9,52,19,12,4,8,8
427,5.1,52,22,10,4,6,9
2016,4.7,52,21,11,4,6,9
2201,5.4,52,19,11,4,7,9
1570,5.2,52,18,11,5,7,9
776,5.3,52,21,10,4,5,10
126,5.3,52,19,11,4,7,10
1059,3.7,53,22,12,6,6,5
2662,3.9,53,23,12,5,5,6
2247,4.1,53,23,11,6,5,6
1612,3.9,53,22,12,4,6,6
1199,3.9,53,21,13,6,6,6
2076,4.3,53,23,11,5,5,7
1398,4.3,53,22,11,5,6,7
620,4.6,53,21,12,5,6,7
1242,4.5,53,21,12,4,6,7
1946,4.4,53,21,11,6,6,7
608,4.4,53,20,13,6,6,7
1240,4.7,53,21,11,6,7,7
2252,4.3,53,21,11,5,7,7
915,4.3,53,20,13,4,7,7
1817,4.3,53,20,12,5,7,7
646,4.6,53,19,13,5,7,7
2738,4.8,53,18,13,7,7,7
1476,4.4,53,20,11,5,8,7
171,4.7,53,22,11,5,5,8
443,4.8,53,22,11,5,5,8
824,4.7,53,21,13,4,6,8
44,4.9,53,20,12,5,6,8
772,4.9,53,20,11,5,6,8
750,4.7,53,19,12,6,6,8
216,4.8,53,18,12,7,6,8
385,4.8,53,20,12,6,7,8
375,4.8,53,20,12,5,7,8
2218,4.7,53,20,12,4,7,8
2210,4.8,53,20,12,4,7,8
1811,4.9,53,20,10,5,7,8
2277,4.6,53,19,13,4,7,8
1816,4.7,53,19,12,4,7,8
6,5.1,53,19,11,6,7,8
365,4.7,53,19,12,5,8,8
1011,4.8,53,18,12,6,8,8
791,4.8,53,21,12,4,5,9
278,4.9,53,21,11,5,6,9
172,5.2,53,21,11,4,6,9
1711,5.2,53,21,10,4,6,9
346,5.2,53,20,13,4,6,9
2060,5.0,53,20,11,5,6,9
1776,5.2,53,20,11,5,6,9
785,5.3,53,20,11,5,7,9
1786,5.0,53,20,11,4,7,9
1926,5.0,53,19,11,5,7,9
2176,5.3,53,20,12,5,6,10
1370,5.6,53,19,11,5,6,10
2241,5.3,53,17,13,5,7,10
1653,4.1,54,22,11,6,7,5
1678,4.0,54,24,12,5,5,6
2036,4.0,54,21,15,5,6,6
2331,3.9,54,21,14,5,6,6
1877,4.2,54,21,11,8,6,6
777,4.3,54,23,11,5,7,6
644,4.2,54,20,14,6,5,7
5,4.4,54,22,11,5,6,7
1209,4.4,54,21,12,5,6,7
451,4.6,54,21,12,5,6,7
991,4.6,54,21,12,5,6,7
1306,4.3,54,21,11,6,6,7
570,4.6,54,20,12,7,6,7
176,4.4,54,21,12,5,7,7
1190,4.4,54,21,11,6,7,7
1828,4.4,54,20,13,6,7,7
1074,4.6,54,20,11,5,8,7
818,4.7,54,22,12,4,5,8
871,4.7,54,21,13,5,5,8
246,4.8,54,20,13,6,6,8
1667,4.6,54,19,12,7,6,8
362,4.7,54,22,12,4,7,8
515,4.7,54,21,12,5,7,8
142,4.8,54,21,12,5,7,8
467,4.7,54,21,11,5,7,8
2807,4.8,54,21,11,5,7,8
1008,4.6,54,19,11,6,7,8
2074,4.9,54,22,12,4,6,9
2834,5.0,54,21,11,5,6,9
1000,4.8,54,20,12,5,6,9
1843,5.0,54,20,12,5,6,9
2573,5.0,54,20,12,5,6,9
1092,5.0,54,21,10,5,7,9
954,5.0,54,20,12,4,7,9
2098,4.8,54,19,12,4,7,9
1169,5.2,54,19,11,6,7,9
589,5.1,54,21,10,5,8,9
19,5.1,54,19,11,6,8,9
437,5.3,54,19,11,5,8,9
1752,5.1,54,18,12,5,8,9
469,5.2,54,21,11,4,6,10
1507,5.2,54,21,9,4,7,10
419,5.4,54,18,13,4,7,10
2558,5.5,54,18,10,6,8,10
2344,5.7,54,18,10,5,9,10
1356,5.9,54,18,11,5,6,11
2666,5.8,54,19,11,5,7,11
2375,6.1,54,17,12,5,7,12
2211,3.8,55,22,13,6,7,5
983,3.9,55,23,13,5,6,6
1033,4.0,55,23,12,5,7,6
175,4.2,55,23,12,5,7,6
2643,4.2,55,23,12,5,6,7
413,4.1,55,23,12,4,6,7
1085,4.4,55,23,11,6,6,7
1198,4.2,55,22,13,5,6,7
1121,4.2,55,22,12,6,6,7
189,4.2,55,24,11,4,7,7
1174,4.4,55,22,12,6,7,7
105,4.3,55,21,12,6,7,7
192,4.5,55,21,12,6,7,7
374,4.5,55,23,12,5,6,8
628,4.5,55,21,12,5,6,8
2860,4.8,55,21,11,5,7,8
463,4.8,55,19,14,5,7,8
1859,4.6,55,19,13,7,7,8
627,4.7,55,22,12,5,5,9
488,4.7,55,21,13,5,6,9
9,4.8,55,21,12,5,6,9
1530,5.1,55,20,11,6,6,9
121,4.8,55,22,11,6,7,9
892,4.9,55,21,12,5,7,9
1278,4.9,55,20,13,5,7,9
1986,5.0,55,18,13,6,7,9
247,5.1,55,20,13,4,8,9
898,5.2,55,20,12,5,7,10
2606,5.2,55,20,11,5,7,10
178,5.3,55,20,11,5,7,10
854,5.3,55,20,11,5,7,10
1320,5.6,55,19,11,6,7,10
2243,5.5,55,19,11,6,8,10
112,3.6,56,22,13,7,8,5
2332,3.8,56,24,13,5,5,6
2451,3.9,56,24,12,5,6,6
2628,4.1,56,24,13,4,7,6
677,4.2,56,22,13,6,6,7
2397,4.3,56,22,13,6,6,7
1909,4.1,56,22,13,5,7,7
1558,4.8,56,18,13,8,8,7
234,4.3,56,22,14,6,5,8
409,4.6,56,21,12,7,6,8
598,4.9,56,20,13,5,7,8
876,4.7,56,21,12,6,8,8
850,4.7,56,20,13,5,8,8
2842,5.0,56,22,12,5,5,9
271,5.1,56,21,12,6,6,9
1347,4.8,56,22,11,6,7,9
1759,4.5,56,21,12,5,7,9
154,5.0,56,20,14,5,7,9
431,4.9,56,20,13,4,8,9
1474,5.0,56,23,11,6,5,10
1337,5.2,56,22,12,4,5,10
872,5.2,56,21,12,5,7,10
2779,5.2,56,21,11,4,7,10
350,5.4,56,20,12,5,6,11
2209,4.0,57,23,13,6,7,6
2597,4.1,57,24,11,7,6,7
1314,4.2,57,23,13,5,7,7
182,4.3,57,23,12,6,7,7
696,4.5,57,21,12,6,9,7
1036,4.1,57,25,12,5,5,8
2635,4.7,57,23,12,6,6,8
1389,4.2,57,22,13,7,6,8
2323,4.4,57,21,15,6,6,8
67,4.6,57,23,13,5,7,8
797,5.0,57,23,10,7,7,8
2590,4.5,57,22,12,6,7,8
1080,4.6,57,21,13,6,7,8
435,4.8,57,21,11,7,8,8
74,4.8,57,23,12,6,6,9
2780,4.9,57,22,12,5,7,9
2066,5.0,57,22,12,5,7,9
757,5.1,57,21,13,5,7,9
1426,4.9,57,21,12,5,7,9
68,4.9,57,21,11,7,7,9
1496,5.2,57,22,12,6,6,10
347,4.9,57,22,11,6,6,10
324,5.2,57,19,13,6,7,10
2000,5.5,57,22,10,6,8,10
761,5.5,57,21,11,5,8,10
2484,5.2,57,21,11,4,9,10
1492,5.5,57,20,12,6,7,11
1375,5.8,57,20,10,5,7,11
31,5.5,57,19,12,5,8,11
1072,5.8,57,17,11,6,10,11
1076,4.1,58,23,15,6,5,7
2806,4.2,58,23,13,6,6,7
462,4.1,58,23,12,6,6,7
2364,4.0,58,23,14,5,8,7
1043,4.2,58,21,13,7,8,7
157,4.3,58,24,12,6,6,8
930,4.2,58,22,14,6,6,8
751,4.6,58,24,13,5,7,8
2275,4.2,58,23,13,6,7,8
1048,4.3,58,23,12,6,7,8
2673,4.8,58,21,13,7,7,8
2292,4.6,58,23,13,4,8,8
886,4.6,58,21,14,5,9,8
807,4.8,58,22,14,6,7,9
1303,5.1,58,20,14,5,7,9
1002,5.0,58,21,13,5,8,9
185,4.8,58,20,13,7,8,9
1380,4.9,58,20,13,6,8,9
2449,5.2,58,18,14,6,9,9
155,4.8,58,23,13,6,6,10
2215,5.3,58,21,13,5,7,10
198,5.6,58,20,14,5,7,10
207,5.3,58,22,11,5,8,10
372,5.3,58,20,13,5,8,10
558,5.2,58,19,13,7,8,10
1690,5.4,58,19,12,7,8,10
1047,5.3,58,18,14,6,8,10
940,5.5,58,21,12,4,9,10
937,5.4,58,20,13,4,7,11
1556,5.7,58,19,13,5,8,11
18,6.4,58,18,12,5,8,13
2010,3.6,59,25,14,5,6,6
2325,4.3,59,24,12,7,6,8
2037,4.3,59,23,14,6,7,8
2789,4.8,59,23,13,6,7,8
1196,4.7,59,21,14,7,7,8
1236,4.3,59,23,15,5,8,8
1379,4.8,59,23,12,6,8,8
2788,4.6,59,24,13,5,6,9
918,4.8,59,22,14,6,6,9
2143,4.6,59,23,13,5,7,9
1153,4.6,59,22,15,5,7,9
2580,4.6,59,22,13,7,7,9
2682,4.6,59,22,13,6,7,9
2219,4.7,59,21,13,6,7,9
2477,4.8,59,22,13,7,8,9
955,5.2,59,22,12,6,8,9
177,4.9,59,22,12,5,8,9
83,5.1,59,20,15,5,8,9
998,4.8,59,24,12,5,6,10
2302,5.0,59,22,14,6,6,10
728,5.1,59,22,14,5,6,10
1465,4.9,59,23,13,5,7,10
973,5.1,59,21,13,6,7,10
510,5.2,59,21,13,6,7,10
1037,5.2,59,21,13,5,7,10
1412,5.0,59,19,14,5,8,10
1221,5.9,59,19,13,6,8,11
1494,4.2,60,26,13,6,7,7
2258,4.6,60,23,14,6,7,8
1644,4.6,60,24,13,4,8,8
80,4.7,60,23,13,5,8,8
274,4.5,60,22,13,6,10,8
844,4.5,60,25,14,5,6,9
60,4.7,60,25,12,5,7,9
405,4.8,60,22,13,8,7,9
1827,4.7,60,25,12,5,8,9
1402,4.8,60,23,14,5,8,9
377,5.0,60,23,14,6,7,10
1594,4.8,60,23,13,7,7,10
1114,5.2,60,22,12,6,8,10
468,4.9,60,21,13,7,8,10
1289,5.2,60,21,13,5,9,10
634,5.2,60,20,13,6,9,10
526,5.2,60,19,15,6,9,10
164,5.5,60,18,14,6,9,11
308,3.9,61,25,14,6,8,6
1638,4.2,61,25,13,6,8,8
2703,4.4,61,23,14,7,8,8
144,4.8,61,23,12,7,8,8
230,4.6,61,25,13,5,7,9
1846,4.8,61,23,14,6,8,9
640,4.9,61,23,14,6,8,9
1203,4.6,61,22,14,6,8,9
2655,5.1,61,20,14,6,10,9
475,4.8,61,22,15,6,6,10
2413,5.4,61,21,13,7,9,10
359,5.6,61,19,14,6,10,11
884,5.9,61,20,13,6,7,13
90,6.1,61,20,12,7,8,13
42,6.2,61,20,13,5,8,15
2239,4.1,62,25,14,6,8,7
1327,4.1,62,23,13,8,10,7
204,4.2,62,25,15,6,6,8
1418,4.3,62,24,16,5,7,8
769,4.6,62,23,14,6,8,8
1127,4.6,62,23,13,7,8,8
1365,4.4,62,22,14,7,9,8
1715,4.6,62,25,13,6,6,9
440,4.8,62,24,14,6,7,9
1231,4.6,62,25,13,7,8,9
422,4.9,62,25,13,6,8,9
2106,4.8,62,22,13,7,9,9
1675,4.7,62,25,13,6,7,10
1658,4.9,62,24,13,6,7,10
1708,5.1,62,24,14,5,8,10
830,5.1,62,23,13,6,9,10
926,5.3,62,22,13,4,10,10
2278,5.3,62,24,12,6,7,11
258,5.7,62,18,15,7,9,11
945,6.3,62,20,12,6,8,14
361,4.4,63,24,15,6,8,8
1541,4.5,63,23,14,7,8,8
2575,4.5,63,22,15,7,8,8
1572,4.6,63,23,15,7,8,9
972,4.8,63,23,13,7,9,9
951,4.6,63,25,13,7,7,10
2625,4.9,63,24,15,6,7,10
379,5.1,63,24,13,5,8,10
1152,5.3,63,23,13,6,8,10
881,5.1,63,22,16,5,8,10
421,5.1,63,22,15,5,9,10
141,5.4,63,23,13,6,8,11
633,5.2,63,22,13,7,9,11
1226,4.4,64,23,14,7,10,8
2222,4.2,64,28,15,5,5,9
771,4.2,64,25,15,6,8,9
51,4.8,64,20,16,6,10,9
1261,4.7,64,24,15,6,7,10
8,4.8,64,24,14,7,7,10
517,4.6,64,26,14,6,8,10
504,4.9,64,24,13,7,8,10
625,4.9,64,23,14,7,8,10
1800,5.0,64,23,14,6,9,10
2334,5.4,64,22,13,7,8,11
727,5.1,64,24,14,4,9,11
869,5.3,64,22,15,5,9,11
833,6.2,64,20,12,6,9,14
402,4.5,65,23,16,6,9,9
2415,4.5,65,22,16,8,9,9
2042,4.7,65,25,14,6,8,10
801,4.8,65,24,16,6,8,10
916,4.9,65,24,14,7,8,10
919,4.9,65,25,14,6,9,10
1423,5.0,65,22,15,8,9,10
1695,4.8,65,23,15,5,10,10
873,5.3,65,22,14,6,9,12
264,5.3,65,24,12,5,10,12
645,5.7,65,21,14,7,8,13
436,4.5,66,25,16,7,7,9
340,4.7,66,26,16,6,8,9
1378,4.3,66,26,15,7,8,9
392,4.8,66,25,15,6,9,9
1041,4.8,66,23,14,8,9,9
1948,4.5,66,24,15,7,10,9
1354,4.5,66,25,15,7,7,10
232,4.9,66,24,16,7,8,10
57,5.1,66,24,14,7,8,10
1369,4.8,66,26,13,7,9,10
842,5.0,66,24,15,6,7,11
89,4.9,66,26,15,5,8,11
263,5.0,66,25,14,6,8,11
851,5.1,66,25,12,8,8,11
39,5.0,66,24,13,7,9,11
1531,5.3,66,24,15,7,7,12
1372,5.3,66,25,12,7,8,12
439,5.6,66,21,15,8,9,12
2678,4.4,67,26,15,7,8,9
426,4.6,67,26,15,6,8,9
924,4.2,67,25,15,8,9,9
658,4.7,67,22,16,7,10,10
184,5.8,67,21,14,6,10,13
980,5.9,67,21,15,7,8,14
1642,4.5,68,26,15,6,10,9
85,4.7,68,23,16,7,10,10
243,5.3,68,24,15,6,10,12
215,4.2,69,27,16,8,7,9
59,4.7,69,27,18,5,8,9
428,4.8,69,24,16,7,9,11
917,5.2,69,24,16,6,9,11
529,5.5,69,23,16,6,9,12
2732,4.0,70,28,17,5,10,8
1062,4.7,70,27,13,9,8,11
233,4.9,70,24,16,7,10,11
344,5.3,70,25,16,6,9,13
643,5.8,70,22,13,8,9,15
316,4.6,71,28,16,6,9,10
1778,4.7,71,24,17,8,8,11
208,5.0,71,27,15,8,9,11
410,5.2,71,25,16,7,9,12
2513,4.7,72,26,17,8,9,10
689,4.8,72,27,15,8,9,11
104,5.2,72,23,18,8,9,12
1094,5.4,72,23,16,8,9,13
323,5.2,72,24,16,7,10,13
33,5.3,72,24,16,6,10,13
1186,5.0,73,26,17,7,8,12
181,4.3,74,29,19,7,8,9
399,5.0,74,27,18,6,10,12
163,4.9,74,26,16,8,10,12
483,5.0,74,26,17,7,9,13
1054,5.2,74,25,17,8,10,13
38,6.4,74,22,16,8,10,16
395,5.4,75,25,18,7,9,15
209,4.7,76,28,17,7,11,11
174,5.5,76,23,16,9,12,13
500,5.2,76,25,18,6,11,14
11,4.5,77,28,19,8,11,10
56,5.3,77,28,17,8,9,13
273,5.3,77,27,18,6,9,15
363,3.9,78,32,17,10,10,8
1950,4.5,78,27,21,9,9,10
354,5.2,78,26,17,8,13,12
167,5.5,78,27,17,7,10,15
1434,5.7,78,22,17,9,12,15
1952,5.2,80,25,21,7,11,14
231,5.2,82,26,18,9,13,13
84,5.4,84,27,20,9,11,15
420,4.7,85,30,20,10,11,12
2774,5.3,86,28,19,9,11,16
69,5.7,90,28,22,8,13,17
339,5.7,95,30,22,10,15,18
2716,5.2,108,33,26,13,16,18
2695,5.2,109,36,26,12,14,19
